client_id,renda,idade,empréstimo
111,36496.1339323781,20,165.506090118747
112,41631.6662961617,53,106.09074717934999
113,68762.4166649766,21,2796.75230312401
114,30075.264924671497,29,2628.57792284269
115,41302.6741752401,39,1379.91312425834
116,39703.759427648,47,2403.4782156904503
117,63161.0920350067,60,804.092441476811
118,63062.1420964599,27,56.166164387319995
119,34507.5279055163,39,1793.75025542512
120,27954.7077650204,30,1627.0414050731
121,37369.3820601329,35,3783.6011509907503
122,43912.062740419104,24,7757.136788699259
123,22766.7745016515,29,1429.4017623047
124,21603.3057007007,21,178.333870986952
125,61952.906688675306,18,3635.6005890215
126,36116.3650918752,23,1494.9845683242902
127,26157.7772721648,23,2295.81165641849
128,26458.3832048811,60,552.398166405428
129,69156.3037736341,53,7364.7355776451095
130,39441.4447643794,47,1034.7588383330901
131,60119.0658099949,45,1810.9604596641602
132,55613.485460635304,24,4255.2521372008505
133,37049.3862358853,29,6056.81721377313
134,23122.0649252646,53,4263.49303076889
135,48790.1324336417,32,5519.09603957038
136,59132.6851560734,48,4575.52763542752
137,55305.5748273619,54,8176.70716548325
138,26037.4636435881,25,3293.25087871026
139,64899.8050298542,38,4654.249217083549
140,27089.124317280897,21,5029.48878154619
141,45341.4746373892,23,6525.21842259918
142,24865.7980747521,37,4439.11615420807
143,28239.5432051271,26,4189.83256804479
144,52730.0805016421,50,5706.32532253577
145,28982.0581488311,39,2898.7618238762298
146,36221.2660070509,26,5094.6700842702
147,33551.1243715882,59,4333.360862430611
148,43891.3559704088,49,5792.906333268111
149,45148.885720409504,61,6455.3917717800905
150,58481.012161355495,41,5380.56059607515
151,69579.9292111769,58,10868.2414720072
152,52743.3085651137,44,2684.70067065167
153,65635.6615293771,51,12701.603475
154,34559.907035436496,29,3317.52987409072
155,60218.53152662519,32,3157.9610817063103
156,51689.548538997806,46,9881.97600620667
157,47541.61433549599,55,1611.21659719418
158,62905.79302469269,28,11423.936295348798
159,65632.6045794412,47,12498.040454376298
160,31847.8537187912,41,2913.7699313302696
161,27947.440282441697,58,5514.11742142548
162,62246.7272495851,31,406.720769305791
163,40154.6885655262,61,6013.15287400369
164,58627.5548837148,33,1215.6525598047801
165,33441.0510654561,28,5282.728560308379
166,55603.7867954001,44,1411.13008049743
167,31046.3789664209,29,4907.67408446776
168,44708.09987280519,21,2390.8505965863
169,23340.2706962079,43,2707.7609389629897
170,24830.181971192404,29,2046.6850503447897
171,31422.7473852225,54,1686.83590183974
172,60477.23384574059,60,10711.700895547
173,26039.0214901417,49,2056.75238228244
174,36186.8480732664,51,1130.7352653068401
175,39772.1187258139,44,5492.89368937988
176,34730.1640710793,63,818.5084418876919
177,23118.4833147563,58,1746.93655902557
178,50072.8476257063,33,8088.568018568091
179,67465.06238589059,24,1802.61699404161
180,38625.6320099346,20,5836.56338145928
181,45227.482826449006,27,5521.5074051112
182,64901.897734962404,45,9589.83352507197
183,40543.9135432243,51,6507.8501914892895
184,27793.2667220011,61,382.24890411041497
185,61167.774819769,21,10396.6181477631
186,64619.6646196768,26,9704.7824094498
187,37593.7578664161,54,7274.32562822359
188,35032.6495990157,57,135.931684494729
189,58364.4649758935,56,5809.8990004484995
190,56945.8104134537,46,6388.369826233511
191,27204.8485511914,29,3827.8939146126
192,21648.261025548,53,3558.52726155765
193,31077.8568894602,44,4452.330679191939
194,42522.9224073701,54,6790.85026335851
195,31769.247718621,45,1148.22143592675
196,35556.779911276004,24,6361.97343810153
197,52908.824237529196,54,9841.080552709609
198,35045.1314053498,29,2382.46677216556
199,44488.1644845009,33,2751.08884293104
200,41679.9371177331,54,395.000775087053
201,54619.9471969157,52,10780.2718821749
202,38053.6231258884,26,6110.57279243647
203,64718.661776278204,37,1485.07993541129
204,43159.0849696659,62,4350.01989674202
205,29445.510501973302,28,1758.88186466259
206,25817.389884032298,38,4115.4847193336
207,66356.8567414768,62,10725.484727782801
208,56676.15799931809,47,2278.55434854177
209,61000.0427742489,49,2160.78490802133
210,58906.2516856939,42,9290.575344923871
211,49589.1537214629,43,2627.4054884209
212,40141.6035415605,56,845.3663712741251
213,31659.7282118164,32,858.511387999185
214,62658.221628516905,25,3343.36716094004
215,39264.4834984094,37,5255.78828313976
216,46643.1264812127,53,6440.861434225771
217,30515.372117515697,20,415.240434973958
218,65077.322027646,51,11061.8118946308
219,60871.86900433151,61,4844.1722236386995
220,25011.103895958502,36,3834.0427822766997
221,68407.1855084039,61,597.9440655279531
222,43727.439343929305,55,1170.55633399312
223,45788.747100159504,41,5894.04131672805
224,65705.0108234398,51,1969.7941341928897
225,32434.7025062889,41,2738.44049607766
226,58121.668575331605,27,7531.10124850389
227,62498.5072459094,32,3312.8776215380394
228,26090.725876856603,48,4255.62639181993
229,64780.93853686,20,8402.415585756991
230,65588.4034163319,23,7879.738136012421
231,65743.7036675401,52,7724.57141377445
232,37164.521582890295,47,1445.80218914379
233,65176.5297795646,49,2365.28749039987
234,34615.542173851296,26,6476.760852061379
235,59079.4650535099,59,10326.0897733222
236,56267.1716371551,22,7329.243163822591
237,34862.8212860785,55,6040.77206183173
238,60521.3641002774,45,8035.88317278016
239,42276.7829080112,58,8055.305084123921
240,38451.1777129956,63,3441.26141621257
241,45985.108653549105,54,7382.056426137521
242,51000.4224418662,28,778.732695554933
243,31523.1077652425,40,5174.57056869183
244,28648.676751181498,18,1870.9252528540699
245,27514.427963178598,22,3400.91074388565
246,27441.0003842786,37,1455.0476020381197
247,67709.2415909283,50,5136.81930751016
248,38600.7071868517,45,2749.08019063432
249,30950.295405928,26,5043.14863656084
250,27083.822868298703,61,3286.2128815586602
251,21512.7452672459,25,2453.3761214986803
252,34796.0035596043,58,443.66653811321197
253,27089.3928408623,51,1851.31156299008
254,25259.4016306102,40,4341.00808194247
255,47007.3135849088,45,4069.40264613646
256,20358.665024396,54,1064.68691788658
257,67900.2265259624,44,7902.74296522359
258,54418.470994569405,55,5630.7412209842605
259,51288.5546940379,30,6536.96636294544
260,28199.601632077203,37,3871.6889019340706
261,22199.615142308197,60,1498.39091851883
262,50514.4696263596,57,2003.65357036953
263,34414.2403383739,55,617.538752197269
264,37633.087432477594,29,868.1624732744141
265,55235.5040726252,47,4910.54765823574
266,45587.5518429093,62,8366.61426770219
267,52757.7949385159,53,2321.20631423091
268,41174.8081259429,52,2888.4447099632202
269,25685.535201337203,39,490.742921135624
270,28145.302999764703,56,4805.97154908401
271,52094.21837236731,41,495.021199154345
272,33552.3859760724,25,6054.24412635839
273,37400.9337672032,50,1693.13737803293
274,21605.7250904851,23,2828.30861825601
275,57562.89173616099,57,8508.83539912434
276,62288.53960521519,26,10657.1061233567
277,22767.264202702798,45,1205.78601273801
278,20943.0433274247,20,4098.11578954984
279,20622.860097792,30,3518.4526294613
280,48436.664631590196,49,5851.4097886154
281,27574.634184129503,58,1017.39615953411
282,62889.362142887,33,6525.15179253791
283,37683.2004915923,56,7414.5528532260305
284,54974.455495830596,62,8922.19971681344
285,56326.0866724886,40,4816.77607411979
286,65670.8834390156,50,3950.8701721497205
287,50730.7333918288,42,1879.05966237435
288,64184.9157912657,46,1854.23961318048
289,66179.3241091073,48,3646.9378597936798
290,24969.5268040523,45,3595.50194172919
291,54925.518266390995,41,554.4883448103379
292,67879.2480193079,44,10433.4743453989
293,67787.526762113,53,9607.49884661811
294,31657.619301695402,38,1448.07198358459
295,36559.1350290924,20,3030.26724082269
296,57787.565658800304,23,6339.85084448677
297,42521.726007107594,48,2661.61251596017
298,51935.1806305349,21,5649.452468489761
299,45677.8761278838,52,2966.246125205
300,51363.5958125815,21,761.422404184785
301,27218.561030458703,55,4145.00358705858
302,43677.6292207651,33,6739.8585984927895
303,21533.595507498798,58,1971.554219965
304,28010.190934874103,55,3971.1554788077397
305,51589.2827464268,50,56.9909740698165
306,50480.952688958496,27,8831.18436544789
307,43957.35058235,21,5416.3577980789005
308,61878.346551675306,33,567.6687734239409
309,60153.3369673416,20,6472.34700724504
310,33388.5833434761,62,4551.8768886076705
311,41310.4017777368,54,4481.162212528449
312,25576.9539321773,52,1922.6566258695498
313,51455.0984534435,37,9447.117157424409
314,48134.1569265351,48,2075.59611242181
315,51348.5273043625,52,1507.89134084423
316,20532.8237311915,55,1897.7808208720398
317,33297.2140214406,47,3674.7413401434706
318,55858.5492358543,26,5630.44497235335
319,43777.5184796192,20,3601.29968528693
320,27789.519056677796,59,186.828073932876
321,36132.423875387794,34,99.4495914003405
322,20145.9885970689,21,839.8390632084551
323,63108.7073870003,43,5757.84899502697
324,26581.6145273857,62,5090.39277440685
325,62040.889628697194,62,7643.631046107171
326,69958.7055412121,31,8755.6919767255
327,38082.5195158832,46,4213.46525948758
328,45183.054176159196,34,5953.45352370895
329,36242.447961121805,39,5688.994849119101
330,44527.2589032538,42,4588.472285879389
331,40496.2558229454,20,4834.60379766491
332,24698.669305071202,49,2427.65078779499
333,60560.3055260144,50,1994.6211339084698
334,48018.211456947,50,6120.090021073979
335,30216.2519586273,27,2116.53731014055
336,61742.239950690404,45,8068.319703512409
337,47288.4266683832,62,4004.9888524873704
338,24658.8993165642,59,590.598081194187
339,64644.3481021561,59,9848.171448939891
340,57517.7241396159,52,4536.85720940257
341,52945.5477884039,55,6262.00794529651
342,36366.990411188504,47,371.040895011703
343,62113.7295663357,28,11928.5098562393
344,62279.5195016079,27,6801.4058925032805
345,61799.0849586204,57,5619.21760364769
346,50139.7400093265,30,7758.79982277807
347,69566.6843489744,53,9875.03718259757
348,44897.4883696064,51,5732.39903226614
349,22572.3027647473,51,724.193188479234
350,37123.0796375312,20,5659.509277874139
351,68744.788649492,61,5207.88311679924
352,21081.1941814609,52,2395.1653496083604
353,58828.2921165228,32,5947.64546828592
354,46706.4588610083,19,7084.263509070559
355,32312.8533829004,28,228.330803623653
356,60778.7650241517,43,10021.0492234587
357,30948.0415470898,43,3995.80729495872
358,60122.011571656905,63,7189.3507350953405
359,43321.6811204329,32,743.86714101317
360,47904.3412418105,40,6183.514146370021
361,58597.3832453601,53,2588.49026590007
362,66091.9059114531,24,8743.509701223791
363,47316.7013772763,27,1940.6740439248601
364,40872.6397715509,55,5312.49170624282
365,35154.4934837148,53,4037.7196037478707
366,32222.8188090958,62,934.477133128546
367,40447.672961745404,22,1072.1926587434698
368,48463.2045542821,51,8120.2580899123295
369,42843.0991293862,29,839.8690240153251
370,50310.422438196794,53,8361.7191002815
371,57565.1999609545,38,5353.56165390711
372,55066.1829696037,56,9332.70266633384
373,46065.948209725306,53,4947.308727595901
374,38309.585656970696,55,3545.72397128405
375,54472.144756000496,59,10836.3830881501
376,58695.0943968259,30,1826.51630229436
377,54748.9123116247,32,5438.09369329612
378,46328.171917702995,57,7879.67620843062
379,49633.327468764,39,7915.31344330937
380,66339.78387573731,36,2350.89150808837
381,62650.719662196905,33,6425.36536372003
382,27646.780053619303,56,3132.1486918114397
383,21437.6157545485,46,2563.96087298893
384,50648.1984443963,57,7110.755833314191
385,29670.6718439236,54,2928.98408763734
386,20258.538662456,29,2767.8372998142
387,34475.2179738134,42,3162.1338373512704
388,28926.432463340498,62,750.0671069984869
389,20660.6689537875,49,1756.0376249661401
390,24987.934092059702,49,3946.89824562224
391,29672.5608105771,51,607.909484188127
392,23241.5998866782,41,457.19661720842697
393,24217.2287590802,24,2104.38432287864
394,65574.0933422931,24,3031.24632606192
395,55994.4587922655,31,680.619696071219
396,67369.3321226165,58,2299.4181716088
397,23305.7714928873,28,4521.00431151248
398,35195.4663451761,50,2836.98817845671
399,27135.072618257298,55,1387.2488010579998
400,24037.1651411988,23,2469.36442601101
401,51625.3132303245,45,4592.245550450871
402,50705.7662634179,53,1096.96707536899
403,58079.1569012217,19,11540.045811650702
404,62192.4670692533,46,1863.89100271298
405,62553.6684109829,64,4641.704784522371
406,68147.9573179968,23,12307.5623225278
407,27619.6614070795,48,2774.8327811003196
408,65330.1928355359,29,4030.80369209214
409,26680.1458364353,48,1671.18492391845
410,46104.5989114791,51,2342.47292088101
411,44904.597643762805,44,4953.77359939866
412,52934.5944337547,50,3248.62771841795
413,43509.7577562556,18,7363.03763852006
414,22118.3573291637,63,3928.1218464785497
415,56275.4100235179,30,2224.8841598973604
416,48630.9795337729,27,5862.83302915672
417,64272.6999986917,38,4929.87881849349
418,24349.002952221803,54,3890.4710496590997
419,34332.3152558878,37,1225.72022331307
420,64940.241088625,44,8196.93072552584
421,30595.7480147481,41,3495.0698810157105
422,53422.2162491642,28,7441.75961676144
423,69995.6855783239,53,2084.37086090284
424,48270.796244032696,45,6232.28039861045
425,27028.155587613597,48,331.364308695631
426,23519.866091664902,34,2368.3812306499804
427,37302.0833986811,35,2366.17424012737
428,55601.2718519196,19,10533.4551622879
429,62678.6454510875,26,333.441398145797
430,41602.4339781143,25,7005.0792919714
431,27533.001329284198,47,1551.4202880312
432,30594.1765592434,50,118.34214214338499
433,47846.9459037296,24,3713.26268829211
434,55273.2750005089,25,10282.9974457346
435,23086.2554092892,25,1256.4011595099698
436,29621.2748787366,32,5575.2536907666
437,47533.920947462306,40,6637.770870559039
438,62519.184178672695,44,2324.5477054729
439,50878.95903736349,45,3257.0126292117498
440,58580.9595114551,57,4317.71547822747
441,69445.64944598821,29,10643.404179056999
442,60929.172351025,60,11146.0744599728
443,35496.6654954478,47,168.054785283069
444,33572.423497680604,57,3369.37702306496
445,55306.9143486209,20,5272.53501398802
446,34141.9276362285,47,3371.6643103609003
447,40453.8909485564,21,890.93953525642
448,69088.7774154544,54,11246.488154757
449,30885.6922015548,55,5216.354091171161
450,58683.226320426904,25,271.734468486729
451,60675.8121564053,40,11617.7489093447
452,68460.68002516401,36,949.9566246969209
453,63653.8399080746,28,8866.527185298779
454,42522.5757574663,18,5036.25528047363
455,54140.429133549296,31,7896.2237660972805
456,47548.362617380895,48,6153.9365638338295
457,24114.012257196002,52,3900.82960084791
458,20686.2390902825,33,3052.5766906145695
459,21412.3086119071,26,2639.7101263171
460,69391.1465979181,64,2550.26514748866
461,32319.262220989902,43,2733.42055865967
462,52862.947136163704,47,9754.15223893674
463,48383.2761459053,40,2763.26395484522
464,36430.5384038016,38,5855.18559413532
465,44268.8940139487,28,6043.14310633161
466,63806.3292531297,57,114.49996740621799
467,46195.7771726884,32,927.0675938508431
468,23743.1607721373,43,3254.74895032068
469,22089.8374845274,21,2584.02203777874
470,54707.2885138914,44,10255.1901115656
471,23203.647187911,59,749.145368410122
472,25342.250678222597,40,871.530091132259
473,31645.632819272596,32,5193.83819663771
474,32306.8084008992,22,3603.3640781354297
475,61262.81632343309,49,5564.163603137889
476,26388.7272961438,19,1191.33213785363
477,53009.4254342839,36,3589.25350629665
478,58163.54067530481,59,2237.92776424099
479,38665.033928118595,55,6152.00483311834
480,25289.047223050096,53,3701.53760172254
481,66049.9340319075,29,13172.6812981319
482,56282.982525881394,62,8215.55838399949
483,35778.6152325571,31,5544.654683502529
484,29174.240310676403,19,665.577000121256
485,55934.432561043606,61,5643.179899328969
486,32256.8615246564,20,2809.32218484219
487,68052.8069194406,29,1415.71826260479
488,26957.053870428397,55,4172.98823810663
489,48685.04201760519,33,9698.582169129
490,38288.0710810423,29,1723.3993728988098
491,42468.0208251812,29,1902.26561035478
492,55377.7730255388,47,6882.87341589713
493,54231.7027854733,21,10156.1423121761
494,53283.25870679691,49,4065.2187953051503
495,52534.785475581906,47,3810.1318418453498
496,47847.51562867309,27,8494.01643069754
497,59998.253271915,54,4659.53597585937
498,58684.5130124129,32,5415.81741673557
499,49114.787932485306,61,6388.85036020661
500,57179.402005858705,21,2991.9673507143602
501,69395.1164768077,24,11047.684335060701
502,43963.7380116619,42,4481.43686080601
503,66326.4724705368,41,5602.16002178427
504,35886.7268357426,35,843.74909202058
505,35578.2341142185,42,3640.8488855601204
506,48689.0004295856,37,3859.4718229816294
507,56510.8353551477,47,9255.43964893025
508,50275.8999634534,42,5541.821255211639
509,56665.4940880835,62,11159.7931652015
510,42912.090539466604,61,4550.12285317107
511,22169.7292220779,37,947.19963838056
512,35919.8073204607,27,1227.10948383375
513,61987.6852654852,28,2618.2430369954
514,30044.6835160255,50,1428.43962505335
515,61528.2724192366,56,10897.9054797653
516,31196.4917741716,47,987.261536638484
517,66003.95999150349,33,11207.4952297971
518,56960.67384444179,26,4856.48345389872
519,41315.1078904048,58,1378.90905711849
520,64913.343840744295,27,9781.3267216691
521,32804.904486984,62,4961.25568000026
522,25789.2097975127,26,2410.2774142149
523,31908.354307524904,38,1857.4615780455701
524,56050.3025818616,24,6870.83901013046
525,66505.7756868191,26,6571.19702062939
526,57504.071742296204,56,8107.26764489386
527,44619.111488573304,60,2474.97715917028
528,21158.935285639,54,3562.30829594435
529,22765.1909156702,21,540.617724673382
530,25052.820255514198,46,3367.7019234673803
531,61006.107302382596,54,5850.77069132097
532,62321.242473553895,46,10649.0720502131
533,49604.544211179,52,7045.91920223369
534,48433.3734889515,29,789.63336134554
535,57590.283283498095,19,7676.310662575241
536,62691.7013712227,25,8244.74889955889
537,51121.6568690725,59,6471.62820239922
538,22516.5403494611,56,4267.45190233138
539,60857.2350512259,37,10486.7443460306
540,62908.357479609505,51,3213.8981455284397
541,49665.63383815809,50,2713.88507461967
542,65322.8010679595,41,2739.71998955614
543,20598.9265628159,36,3872.4024682347203
544,55476.6569798812,52,4733.50582969986
545,26218.4948474169,18,3343.81635769923
546,40794.8702271096,38,6519.437059856079
547,53719.6511100046,43,1670.73789259357
548,20715.535634663,28,369.527739366732
549,57163.8523996808,54,577.530782393529
550,33751.205313019505,25,6494.1843356626405
551,44832.564720418304,32,1256.25353818891
552,51035.6334550306,59,2889.8801946867497
553,53493.4860118665,22,5030.82879986161
554,58205.679995007806,57,10035.603020993001
555,47439.9407557212,22,7896.356942317059
556,47586.2277136184,42,3343.05627581805
557,26100.8512624539,62,960.1372513581019
558,45326.403672806904,59,5142.11083711624
559,24391.7562346905,47,2198.1448889683497
560,53741.37101927769,50,6513.1501245071495
561,40053.7222670391,28,44.5272460985999
562,53033.864130265996,38,10427.4705030759
563,25176.502012182,54,3064.7184877162895
564,31210.8470173553,54,3853.08804154651
565,23532.276302576098,60,1077.8404003017
566,63776.770785916604,44,6697.971583270711
567,52278.76500459389,46,4269.13603478981
568,56015.8132156357,33,2275.76342522213
569,56110.9399353154,63,9351.00613114576
570,57856.8082349375,34,8824.16474742706
571,30187.0918646455,28,4462.82325767409
572,30786.8719263934,47,3563.31978870471
573,22279.2997653596,59,3141.3385363147
574,42476.2655328959,46,8334.18200780114
575,58147.7998569608,34,3951.18974682111
576,36266.2118673325,56,3206.9276653834304
577,39045.4971627332,27,1165.49215757251
578,64467.803684528895,63,521.5757013705901
579,36594.8066744022,61,3492.3340219336305
580,58797.762861940995,53,8892.963302602671
581,66653.2709309831,20,5180.71186017515
582,48271.4983797632,22,6077.680286835239
583,30991.4319240488,34,4589.26726538164
584,45446.5183359571,19,8474.98246363903
585,37142.738890834196,50,161.237551122297
586,58320.80889260401,20,10033.491680429
587,24825.540678575602,55,3650.19635167761
588,20511.4294355735,27,931.790074364881
589,48326.3208926655,36,7168.70700152735
590,55441.35879492389,48,10768.747838508101
591,60496.907918714,34,1115.1545869179301
592,25296.1542271078,44,1320.46244258164
593,50414.3203189597,56,2468.17199888535
594,67984.0403771959,27,1642.96947053086
595,50382.399773225196,57,9183.84229457753
596,49413.2985407487,19,2554.0443515729003
597,61464.8206438869,36,5099.08745959981
598,53784.0495747514,24,2761.8513804366603
599,35993.2879265398,42,901.9277106596429
600,63402.004684321604,47,7530.76763344307
601,40484.9713249132,39,1093.67920279022
602,26168.0122744292,42,3040.9813501286403
603,60044.2815152928,61,6823.434442500439
604,23984.5509454608,51,4622.27519842492
605,40359.7011859529,32,1783.69732612708
606,33583.8910820894,62,1251.8673663810198
607,68038.7920164503,63,10108.7958488382
608,45652.0592723973,54,5408.21212921339
609,34399.2097815499,32,6019.83442285853
610,57628.438917454296,24,5021.63968348642
611,24294.6768924594,22,4360.05300945404
612,52218.882511369906,38,9792.09153131215
613,50061.7677392438,55,6145.131816878149
614,49352.274222765096,58,3362.77448557159
615,21087.3555438593,49,3353.6935708995097
616,23812.252683565,43,2716.6558194475
617,49395.1664934866,41,5927.57467616725
618,33338.9439899474,47,2929.85142379499
619,29668.320720084,39,2042.43646281071
620,45936.5972015075,42,8525.231909003141
621,55948.0677172542,40,8569.220572619399
622,53239.5007135347,64,4606.156805288821
623,43694.0344446339,50,5049.635508890789
624,24078.0724957585,38,3276.13994797231
625,50258.5530211218,23,1086.2461646268598
626,41816.6568316519,49,4534.57597308744
627,36892.7162187174,54,6463.64775060681
628,23886.5676149726,34,4440.41961655389
629,48757.7650509775,23,1833.5810508113398
630,34601.6826620325,34,2430.10161848915
631,52986.00454581901,50,4928.60703383372
632,50740.9510249272,22,784.5773121318381
633,53096.9913979061,36,2663.05260942853
634,38500.000645872205,54,7571.68231798672
635,41004.2623570189,56,1016.1410075047
636,63585.364590399004,49,1594.9726819505
637,31823.6810551025,31,2290.43034182208
638,26242.6336226054,33,1801.2281947163299
639,63531.2459943816,19,6917.50843520967
640,64751.1465405114,54,2289.85125057492
641,31091.276304796298,51,4071.08303444266
642,66871.2673638947,63,3614.26818549068
643,25098.6528280191,52,2611.8480917835
644,33720.5892242491,47,1365.95220859435
645,28182.5232948177,26,2285.95653758834
646,27334.5697135665,43,2963.7944322157
647,68694.8431818746,23,12731.894637403
648,46195.621665101506,27,2888.6337275749297
649,34488.2098538801,27,2156.314406342
650,57827.6631003246,24,10816.7590093935
651,20346.4690526016,36,656.03318788707
652,60480.9757950716,53,3216.0945411833695
653,51915.6797835603,44,2282.9110216495396
654,54625.506983138606,32,8619.74517744195
655,48305.4270897992,55,4833.47746990896
656,28577.964513097002,21,1639.22563884266
657,53400.8270059712,58,10418.192976328299
658,43414.4878922962,44,7170.946724121321
659,47526.234125252806,57,8957.33054393952
660,46082.072162535,55,2921.2353791526803
661,32195.5925249495,62,4980.01358501464
662,49067.0912945643,61,7258.968491635759
663,21293.4771250002,42,1368.6919222573401
664,52100.91738728809,23,4767.2771918935405
665,48334.3877759762,53,2234.44313665993
666,58507.623551413395,49,694.1351678029421
667,27521.040341816803,35,2699.85134586163
668,63914.2253715545,26,139.31457194860002
669,28598.8326463848,53,524.201092096584
670,23298.466745764,49,1741.1839190889002
671,35697.5541380234,51,2907.95827229594
672,40376.1635813862,39,3901.93798361853
673,56534.966842737005,28,2161.08375159161
674,36088.938608299904,42,6222.41527252187
675,34158.6339683272,29,2911.40806707675
676,29732.057619839903,39,3485.01802587388
677,41736.20153917,35,7602.61305507845
678,42236.4560933784,25,4749.06867530672
679,28796.850836370097,45,706.2289942236
680,55097.38848079,34,9342.47942698609
681,40916.564145591095,48,5219.80402778761
682,20908.335100393702,29,3133.6244473393394
683,57999.772385228396,63,859.589294215437
684,57746.5815865435,64,727.194664952067
685,55116.234514862306,41,10284.606786439499
686,57765.521160326905,44,5445.22266010925
687,45200.992799364,44,7335.96256840597
688,42435.1894925348,51,2766.28091438528
689,46365.573517978206,42,5443.27630749977
690,57187.7008932643,59,9390.67226092499
691,66539.9275999516,58,12129.0822259617
692,25244.726699311297,53,1278.99950423557
693,54780.345612671204,61,8134.220407851591
694,59253.1214631163,37,7327.28357684415
695,48540.3415444307,21,1012.9349929059199
696,30415.105079300698,23,4362.0831523754205
697,48768.6992436647,26,500.59910564675596
